well_id,date,well_age_months,pressure,oil_production_bbl
W01,2019-01-01,1,2972.202997048827,4884.956234716127
W01,2019-02-01,1,2995.6344749525506,4975.457603592145
W01,2019-03-01,4,3035.480320387685,5234.51895349535
W01,2019-04-01,5,2979.478046649412,5141.52839349486
W01,2019-05-01,6,3028.5594530086505,5194.850364157476
W01,2019-06-01,7,2946.877054187174,4808.1508382280645
W01,2019-07-01,6,2974.7045647445443,4570.565812357576
W01,2019-08-01,8,2968.4164049573146,4139.914494384172
W01,2019-09-01,8,2987.5616150596666,4104.205261041476
W01,2019-10-01,7,2985.055479130567,3966.648976986921
W01,2019-11-01,12,2972.6650213410335,4024.1519700999934
W01,2019-12-01,9,2962.98403275203,4120.927837623748
W01,2020-01-01,13,2995.479815862875,4229.039872051627
W01,2020-02-01,14,2960.658779903938,4484.371918452099
W01,2020-03-01,12,2992.5636228025796,4496.488742458035
W01,2020-04-01,14,2935.551517404438,4574.999813711829
W01,2020-05-01,17,2973.4659579013464,4574.529910394225
W01,2020-06-01,18,2963.108792940294,4287.244555857436
W01,2020-07-01,20,2983.3425104208422,4025.9125320494854
W01,2020-08-01,18,2964.4104119757567,3863.7500274690588
W01,2020-09-01,22,2968.10209923487,3618.1230914336584
W01,2020-10-01,19,2956.9115799381625,3538.8381013702606
W01,2020-11-01,20,2970.553069867826,3648.9203686806945
W01,2020-12-01,23,2965.901064685674,3786.6841501808035
W01,2021-01-01,23,2931.019561919434,3809.6971342897477
W01,2021-02-01,23,2912.296167761313,4071.373628097893
W01,2021-03-01,28,2968.313145559855,4189.433202302381
W01,2021-04-01,27,2894.889424454502,4174.099989483429
W01,2021-05-01,28,2953.03489013771,4124.03898364411
W01,2021-06-01,29,2876.5063723977564,3894.5307083939424
W01,2021-07-01,29,2905.4820743931937,3591.5725974379693
W01,2021-08-01,29,2940.2940194133876,3244.3184876029554
W01,2021-09-01,34,2922.639588658162,3122.509373802809
W01,2021-10-01,33,2974.5730124835345,3231.1406348336027
W01,2021-11-01,35,2954.8850529425517,3206.017972129463
W01,2021-12-01,36,2919.630884139863,3159.8710362716615
W01,2022-01-01,36,2908.6489267313373,3378.2370920522167
W01,2022-02-01,35,2908.4486726530663,3513.257028137508
W01,2022-03-01,36,2890.2652506691747,3543.090095865194
W01,2022-04-01,39,2886.6157314487396,3598.9409861580552
W01,2022-05-01,40,2897.325319364878,3488.7412054442925
W01,2022-06-01,41,2923.373470752369,3241.479535446438
W01,2022-07-01,40,2899.4315421655447,3200.095541416254
W01,2022-08-01,42,2866.030719617524,3021.5209762947366
W01,2022-09-01,42,2910.3905487299758,2909.4539061994587
W01,2022-10-01,47,2940.9254018234114,2699.2538122644846
W01,2022-11-01,45,2845.531021459032,2943.0787202349275
W01,2022-12-01,48,2900.6418879185953,2852.887644290348
W02,2019-01-01,0,2979.9543039162577,4770.320343592939
W02,2019-02-01,2,2996.864933617829,4859.2329337738265
W02,2019-03-01,0,2996.702486583705,4863.564379721833
W02,2019-04-01,5,2983.5885909112158,5038.726431700725
W02,2019-05-01,5,2992.2286086435033,4832.984157044062
W02,2019-06-01,5,2971.9925501785297,4632.283269815965
W02,2019-07-01,4,2965.0143941441547,4515.411894771831
W02,2019-08-01,6,2998.049478475072,4208.638491248121
W02,2019-09-01,6,2975.081374355795,3982.583149703387
W02,2019-10-01,10,2939.236760536874,3851.978121585301
W02,2019-11-01,8,2986.4970698562106,3924.0662865603467
W02,2019-12-01,9,3002.1202645582107,3889.651084307952
W02,2020-01-01,12,2968.8627674753416,4224.434661756107
W02,2020-02-01,11,2956.999381960538,4318.921214758402
W02,2020-03-01,15,2977.657206737472,4472.720847323893
W02,2020-04-01,15,2984.1723517696773,4401.705773013234
W02,2020-05-01,14,3014.644362778619,4357.530907877145
W02,2020-06-01,19,2984.362526622001,4058.22853373606
W02,2020-07-01,16,2930.7481483621305,3898.8349254134037
W02,2020-08-01,19,2982.5515039998622,3825.205884024807
W02,2020-09-01,21,3016.833628950437,3512.096958502758
W02,2020-10-01,23,2980.7628054623665,3413.0560058108304
W02,2020-11-01,22,2956.3250472969476,3547.2949313628988
W02,2020-12-01,24,2975.2530145530964,3563.164099347818
W02,2021-01-01,25,2927.9246093483466,3755.2210531581586
W02,2021-02-01,25,2949.7104170054504,3835.8498869841565
W02,2021-03-01,28,2956.1805846591465,3953.6520505531057
W02,2021-04-01,29,2942.8966902779584,3980.785440585855
W02,2021-05-01,30,2952.4099690946564,3840.786638090681
W02,2021-06-01,30,2920.83015704829,3551.3418565705674
W02,2021-07-01,28,2916.848834519713,3425.063566415447
W02,2021-08-01,29,2965.408244738527,3237.6384816692475
W02,2021-09-01,32,2913.903564094972,3121.584434298385
W02,2021-10-01,32,2912.6189870280045,2952.431695433887
W02,2021-11-01,33,2953.811178941511,3134.96644847541
W02,2021-12-01,35,2941.2443509622185,3280.6257866008987
W02,2022-01-01,35,2940.8758816802165,3309.231493633324
W02,2022-02-01,35,2907.6762216239067,3410.0280592146587
W02,2022-03-01,36,2894.4183594636397,3515.681524302479
W02,2022-04-01,40,2882.986073189068,3643.595353552983
W02,2022-05-01,40,,
W02,2022-06-01,43,2921.74584290849,3275.1382144622985
W02,2022-07-01,40,2893.6719931592693,3053.5034312208677
W02,2022-08-01,41,2900.4678639590006,2962.879941574122
W02,2022-09-01,45,2893.7408342070717,2781.1931660877603
W02,2022-10-01,47,2900.6369610227384,2594.4959978837023
W02,2022-11-01,46,2942.0858872737927,2777.5622352445075
W02,2022-12-01,49,,
W03,2019-01-01,0,2980.1869815391824,4450.424824313432
W03,2019-02-01,3,3042.532276925659,4580.68762404249
W03,2019-03-01,0,2987.6438227212407,4720.705145292662
W03,2019-04-01,2,2986.0161230546305,4740.307384397666
W03,2019-05-01,2,2960.477901141624,4726.221993334671
W03,2019-06-01,7,2999.43240663651,4586.776668244388
W03,2019-07-01,8,2950.0157508511497,4164.025536958417
W03,2019-08-01,7,2980.0652009698333,4106.767925664045
W03,2019-09-01,7,3001.4773095465,3817.978630076427
W03,2019-10-01,10,2975.685796215171,3578.8585550411794
W03,2019-11-01,9,3018.5766912964773,3802.7279140181518
W03,2019-12-01,10,2978.045340279867,3864.6224148884176
W03,2020-01-01,14,3000.3158216724696,4086.0142250855656
W03,2020-02-01,12,2975.7450521247506,4085.4907041465476
W03,2020-03-01,14,2987.19596350837,4298.791157862758
W03,2020-04-01,15,2954.6216580557166,4393.824450387695
W03,2020-05-01,16,2979.157233700048,4224.625595820492
W03,2020-06-01,15,2973.0247966933757,3907.375987023513
W03,2020-07-01,16,2935.112102247763,3859.5000220176603
W03,2020-08-01,18,2946.444070877343,3487.178970027493
W03,2020-09-01,22,2973.2358877913452,3335.190374629663
W03,2020-10-01,22,2969.2162168513,3262.9994036855423
W03,2020-11-01,23,2969.793425261627,3227.867609843914
W03,2020-12-01,23,2953.477460150896,3389.6061983316567
W03,2021-01-01,23,2964.3035258484165,3398.252449143051
W03,2021-02-01,27,2969.111955883143,3568.5487518880254
W03,2021-03-01,24,2932.328553261546,3637.7230790876865
W03,2021-04-01,25,2978.636970178858,3756.009799324567
W03,2021-05-01,30,2938.019380053256,3740.5191116335654
W03,2021-06-01,30,2951.8010472433148,3506.051683350343
W03,2021-07-01,31,2987.807940995999,3404.574496423232
W03,2021-08-01,33,2943.04768604507,3060.290295932391
W03,2021-09-01,33,2964.9527718375016,3040.987888340678
W03,2021-10-01,31,2979.3416643969726,2938.891449287769
W03,2021-11-01,35,2954.224607356929,2959.3381312448923
W03,2021-12-01,33,2919.167414827436,3020.285381522968
W03,2022-01-01,35,2888.4586518596366,3133.8657288892537
W03,2022-02-01,39,2954.858858460223,3212.0992462677573
W03,2022-03-01,36,2880.417868819706,3412.7429894141483
W03,2022-04-01,40,2871.0731016256964,3459.979317047045
W03,2022-05-01,39,2901.8916551163225,3112.8099875284643
W03,2022-06-01,43,2917.53717160019,3101.322207948188
W03,2022-07-01,41,2937.298611689117,3011.2191357644324
W03,2022-08-01,41,2935.004278981961,2868.495463528628
W03,2022-09-01,45,2909.2809962885785,2678.671973746528
W03,2022-10-01,43,2911.435323693909,2515.707568303401
W03,2022-11-01,48,2909.741316612972,2673.9718345102456
W03,2022-12-01,47,2901.798230269862,2693.3594719990583
W04,2019-01-01,0,3000.6127543564735,4299.852118386765
W04,2019-02-01,0,2980.45466393681,4348.35997574449
W04,2019-03-01,0,3026.010288710335,4679.169976654654
W04,2019-04-01,1,2990.417918532073,4495.2183488647825
W04,2019-05-01,5,2967.319269808177,4404.837533573324
W04,2019-06-01,6,2936.902606892255,4211.599412451533
W04,2019-07-01,5,2968.0441195492117,3907.744337540159
W04,2019-08-01,8,2938.1823370733946,3808.0131048706257
W04,2019-09-01,9,2946.135628904594,3654.6184141548447
W04,2019-10-01,11,2948.994169824484,3660.1564649900806
W04,2019-11-01,9,2949.206730812254,3545.3509640483007
W04,2019-12-01,9,2975.3003758911736,3756.052308142369
W04,2020-01-01,10,3010.309444913681,3731.049135670864
W04,2020-02-01,11,2971.1365038686845,4030.848885394926
W04,2020-03-01,14,2977.4670773069033,3988.3161279383007
W04,2020-04-01,17,3007.9058330733474,4061.6256462330703
W04,2020-05-01,18,2951.893120495801,4056.4702378398424
W04,2020-06-01,19,2939.3094892654353,3767.9576721736576
W04,2020-07-01,18,2942.197405864911,3513.296923152585
W04,2020-08-01,17,2988.511170352762,3482.6468475945258
W04,2020-09-01,21,2873.045769659086,3176.8715483342044
W04,2020-10-01,21,2987.482429601596,3129.1595768721477
W04,2020-11-01,23,2981.664496163802,3151.5985922253135
W04,2020-12-01,21,2939.9185347134908,3432.128067979444
W04,2021-01-01,26,2989.226129347112,3433.847552544876
W04,2021-02-01,25,2955.8366449120062,3557.8403666917297
W04,2021-03-01,25,2974.4606121712395,3437.661823296903
W04,2021-04-01,27,2952.279874305492,3549.5551281245994
W04,2021-05-01,26,2981.558926302401,3514.7522014181986
W04,2021-06-01,30,2947.5018582200905,3208.081691047163
W04,2021-07-01,28,2939.6320435341268,3233.9416021096035
W04,2021-08-01,32,2899.920978238206,3080.924991479085
W04,2021-09-01,32,2890.517488761752,2916.682071255706
W04,2021-10-01,31,2992.549380062825,2689.234315975397
W04,2021-11-01,34,2941.1649561524214,2714.1755757274673
W04,2021-12-01,36,2948.684200790295,2847.4237773509885
W04,2022-01-01,36,2939.694488655193,2990.2396097977535
W04,2022-02-01,39,2912.743559540689,3040.9634427205606
W04,2022-03-01,40,2925.2710642284037,3140.373501424621
W04,2022-04-01,41,2886.147778269187,3170.4030898338415
W04,2022-05-01,39,2910.6334667910965,3051.878663043804
W04,2022-06-01,41,2900.5068623001853,3001.82613320591
W04,2022-07-01,42,2937.2838566150126,2768.713222552695
W04,2022-08-01,41,2918.4532106440265,2656.75118894695
W04,2022-09-01,43,2916.8022595158163,2656.802232860602
W04,2022-10-01,44,2931.2850523094708,2389.8252465127694
W04,2022-11-01,46,2883.6932863068982,2485.806549919518
W04,2022-12-01,46,2876.755789154373,2418.566839160051
W05,2019-01-01,0,2980.722836487389,4105.708424687436
W05,2019-02-01,0,2958.9873521404334,4233.9242058294
W05,2019-03-01,4,,
W05,2019-04-01,3,2986.547368266176,4503.518678608623
W05,2019-05-01,5,3051.35823508731,4318.174761523508
W05,2019-06-01,3,2939.810799465931,4139.356292671097
W05,2019-07-01,8,3022.893298398214,3722.7440571040074
W05,2019-08-01,6,2985.7193139155092,3471.7713790638427
W05,2019-09-01,10,2968.572739792828,3331.352594370423
W05,2019-10-01,10,3001.937105111958,3361.8073339014973
W05,2019-11-01,8,3024.879113915974,3360.4417665741194
W05,2019-12-01,9,2985.1495041547073,3606.5217310399053
W05,2020-01-01,11,2999.3253035097086,3546.7294596805987
W05,2020-02-01,12,2954.918521086437,3602.7086122349247
W05,2020-03-01,12,2977.3965162047252,3974.8550517122558
W05,2020-04-01,13,2931.8927366707503,3909.571856169961
W05,2020-05-01,18,2987.1063049652257,3764.372402717672
W05,2020-06-01,19,2949.704097304946,3606.1782053562238
W05,2020-07-01,17,3015.6761000437846,3245.799224416304
W05,2020-08-01,18,2946.95078302759,3262.2038122161575
W05,2020-09-01,22,3019.746956805458,3003.348140787461
W05,2020-10-01,21,2972.4268031795136,2961.308190672825
W05,2020-11-01,23,,
W05,2020-12-01,24,2970.702523793918,3063.5051272288933
W05,2021-01-01,25,2949.00372701586,3214.5898756235697
W05,2021-02-01,23,2969.071182269953,3381.3820484669773
W05,2021-03-01,26,2957.8613035594576,3376.7849151934993
W05,2021-04-01,27,2964.559122906478,3437.6374783962747
W05,2021-05-01,26,2937.2449170330615,3419.500387123639
W05,2021-06-01,29,2959.698109174242,3378.5769880827534
W05,2021-07-01,28,2948.173184344104,3004.7083041090445
W05,2021-08-01,30,2960.3102704953803,2853.954274733358
W05,2021-09-01,32,2878.773468576675,2825.2247658467277
W05,2021-10-01,33,2897.035343855504,2737.5664706885987
W05,2021-11-01,35,2944.7344529084025,2759.1976720582365
W05,2021-12-01,36,2941.989523110827,2863.29699490985
W05,2022-01-01,38,,
W05,2022-02-01,39,2913.5785241831845,2990.3833496829907
W05,2022-03-01,39,2961.7442828114904,3063.739822127697
W05,2022-04-01,39,2911.8431317652553,3058.129429393151
W05,2022-05-01,42,2913.2531266176657,2893.4498248254527
W05,2022-06-01,43,2892.5345137973877,3083.2774951008873
W05,2022-07-01,43,2940.096257967884,2764.873800221195
W05,2022-08-01,43,2924.3358725805924,2680.5649424048597
W05,2022-09-01,44,2941.5493512155454,2440.5296583376194
W05,2022-10-01,44,2880.555361462691,2298.6515260921256
W05,2022-11-01,45,2912.5132710451358,2576.1875045194315
W05,2022-12-01,45,2927.6962259165794,2358.6414225928556
